word,rythm
atemberaubt,[1.  0.  0.5]
schlangengraus,[1.  0.5 0. ]
öllicht,[1.  0.5]
rossetrab,[1.  0.  0.5]
verhangnes,[0. 1. 0.]
schauernis,[1. 0. 0.]
schwarzbärt,[1.  0.  0.5]
gebäumten,[0. 1. 0.]
hirtenprinzen,[1.  0.  0.5 0. ]
krokuskleid,[1.  0.  0.5]
honigworte,[1.  0.  0.5 0. ]
numidierstreiter,[0.  0.  1.  0.5 0. ]
aufdämmern,[1.  0.5 0. ]
morgengrauns,[1.  0.  0.5]
ziegenfußes,[1.  0.  0.5 0. ]
olivenhag,[1.  0.  0.5]
schöngebauten,[1.  0.5 0.  0. ]
silberforellen,[1.  0.  0.  0.5 0. ]
zerwehn,[0. 1.]
wellenfluß,[1.  0.  0.5]
grobwollrock,[1.  0.  0.5]
lämmervolk,[1.  0.  0.5]
hürdentor,[1.  0.  0.5]
halbgereiftem,[1.  0.  0.5 0. ]
leichtfüß,[1.  0.5]
taujuwelen,[0. 1. 0. 0.]
gewäld,[0. 1.]
waldheger,[1.  0.5 0. ]
frauenlockung,[1.  0.  0.5 0. ]
kuhbub,[1.  0.5]
gliederbrauner,[1.  0.  0.5 0. ]
wettlief,[1.  0.5]
sonnenfroh,[1.  0.  0.5]
schaftrupp,[0.5]
geschorne,[0. 1. 0.]
wildentennest,[1.  0.  0.  0.5 0. ]
sumpfschildkröte,[1.  0.  0.5 0. ]
grasmeer,[1.  0.5]
frühbad,[1.  0.5]
athenas,[1. 0. 0.]
geisen,[1. 0.]
zusammenpfiff,[0.  1.  0.  0.5]
hornkäfers,[1.  0.5 0. ]
hornstößen,[1.  0.5 0. ]
durchdröhnte,[1.  0.5 0. ]
feigenlaub,[1.  0.  0.5]
himmelfernen,[1.  0.  0.5 0. ]
goldweg,[1.  0.5]
schwefelaugen,[1.  0.5 0. ]
karackenlasten,[0.  1.  0.  0.5 0. ]
erkrachte,[0. 1. 0.]
gelbschwarzer,[1.  0.5 0.  0. ]
wolkentrieb,[1.  0.  0.5]
rotgebuscht,[1.  0.  0.5]
sturmgewolk,[1.  0.  0.5]
wirbelflocken,[1.  0.  0.5 0. ]
kolk,[0.5]
achterbord,[1.  0.  0.5]
überkühne,[0. 1. 0.]
schaumüberdeckten,[1.  0.  0.  0.5 0. ]
milchstraßbogens,[1.  0.  0.5 0. ]
stahlgedröhn,[1.  0.  0.5]
luftperlen,[1.  0.5 0. ]
vermeßnen,[0. 1. 0.]
schwalbengleich,[1.  0.5 0. ]
charmides,[0. 1. 0.]
symplegaden,[0. 0. 1. 0.]
zollvermerk,[1.  0.  0.5]
bildgeschmücktes,[1.  0.  0.5 0. ]
töpferwerk,[1.  0.  0.5]
erbarmungsreich,[0.  1.  0.  0.5]
ertrunknen,[0. 1. 0.]
meerfraun,[1.  0.5]
halkyone,[0. 1. 0.]
weißmähnig,[1.  0.5 0. ]
hineingedehnt,[0.  1.  0.  0.5]
hymett,[0. 1.]
zweiggewirr,[1.  0.  0.5]
geißohr,[1.  0.5]
gelbblüt,[1.  0.  0.5]
bohnenstrauch,[1.  0.  0.5]
verdünt,[0. 1.]
liebesdurst,[1.  0.  0.5]
schifferbub,[1.  0.5 0. ]
ungemähten,[1.  0.  0.5 0. ]
selbstgenährte,[1.  0.  0.5 0. ]
waldnymphen,[1. 0. 0.]
holdsten,[1. 0.]
magdtum,[1. 0.]
grottenrand,[0.5 0.  1. ]
meergerank,[1.  0.  0.5]
korallenkranz,[0.  1.  0.  0.5]
perlenthron,[1. 0. 0.]
rautenpanzers,[1.  0.  0.5 0. ]
buckelaugen,[1.  0.5 0. ]
scharlachflossen,[1.  0.  0.5 0.  0. ]
glasportal,[1.  0.  0.5]
halkyonen,[0. 1. 0.]
felsenstrand,[1.  0.  0.5]
opalne,[1. 0.]
purpurrändern,[1.  0.  0.5 0. ]
spiegelplan,[1.  0.  0.5]
gelbschwarzen,[1.  0.5 0.  0. ]
halbvermorschten,[1.  0.  0.5 0. ]
honigklar,[1.  0.  0.5]
bernsteintropfen,[1.  0.  0.5 0. ]
umschlungne,[0. 1. 0.]
wehndem,[1. 0.]
glutpanier,[0.5]
erzpalast,[1.  0.  0.5]
nachtschwalbenschrei,[1.  0.  0.5 0. ]
goldflügel,[1.  0.5 0. ]
spötterblick,[1.  0.  0.5]
taggrau,[1.  0.5]
unabläss,[0. 1.]
tyrische,[1. 0. 0.]
irdne,[1. 0.]
todesgift,[1.  0.  0.5]
blaßrotem,[1.  0.5 0. ]
myriadenhaft,[0. 1. 0. 0. 0.]
kuckucksblume,[1.  0.  0.5 0. ]
liebespfühl,[1.  0.  0.5]
sammelziel,[1.  0.  0.5]
geißblattranken,[1.  0.  0.  0.5 0. ]
paphische,[1. 0. 0.]
lilienblüten,[1.  0.  0.  0.5 0. ]
weißbesegelt,[1.  0.  0.5 0. ]
flutgeküßten,[1.  0.  0.5 0. ]
pantherfuß,[1.  0.  0.5]
zurückgehn,[0.  1.  0.5]
purpurungeheuer,[1.  0.  0.  0.  0.5 0. ]
xiphias,[1. 0. 0.]
jagdspeer,[1.  0.  0.5]
nektarkost,[1.  0.5]
rohrpfeil,[1.  0.5]
ausschluchzend,[1.  0.5 0. ]
kytheras,[1. 0.]
silbertauben,[1.  0.  0.5 0. ]
schäferhütte,[1.  0.5 0.  0. ]
schmerzensreich,[1.  0.  0.5]
violenton,[0.  1.  0.  0.5]
hinmähend,[1.  0.5 0. ]
hintreibend,[1.  0.5 0. ]
narzissenpaar,[1.  0.  0.  0.  0.5]
wasserlilien,[1.  0.  0.5 0.  0. ]
mondweiße,[1.  0.5 0. ]
thammuz,[1. 0.]
blütenschwelle,[1.  0.  0.5 0. ]
zedernsarkophag,[1.  0.  0.  0.5]
ölbaumgrün,[1.  0.  0.5]
morgenbiene,[1.  0.  0.5 0. ]
lazerte,[0. 1. 0.]
tripode,[0. 1. 0.]
silbertempel,[1.  0.  0.5 0. ]
fruchtlast,[1.  0.5]
kastanienblust,[0.  1.  0.  0.  0.5]
hochzeitslust,[1.  0.  0.5]
lethebrunnen,[1.  0.  0.5 0. ]
asphodelos,[0. 1. 0. 0.]
sehnsuchtsmut,[1.  0.  0.5]
ikars,[1.]
flammenfeld,[1.  0.  0.5]
unverbrannt,[1.  0.  0.5]
ebenholznen,[1.  0.5 0. ]
schifferjung,[1.  0.5 0. ]
grashangs,[1.  0.5]
braunhals,[1.  0.5]
hügelwald,[1.  0.  0.5]
sichelrund,[1.  0.  0.5]
tautränen,[1.  0.5 0. ]
immerblühend,[1.  0.  0.5 0.  0. ]
cestiuspyramide,[1.  0.  0.  0.  0.  0.  0.5]
basilienbaum,[0.  1.  0.  0.  0.5]
simätha,[0. 1. 0.]
lakons,[1. 0.]
elfenbeinhände,[1.  0.  0.  0.5 0. ]
elfenbeintasten,[1.  0.  0.  0.5 0. ]
purpurschrein,[1.  0.  0.5]
kriegsroß,[1.  0.5]
waldläufers,[1.  0.5 0. ]
hochlandhirsch,[1.  0.  0.5]
marguerite,[0. 0. 1. 0.]
rotgoldnen,[1.  0.5 0. ]
gürtelzier,[1.  0.  0.5]
wasserschoß,[1.  0.  0.5]
kastal,[0. 0. 1.]
alltagsgeistern,[1.  0.  0.5 0. ]
unvertraut,[1.  0.  0.5]
störr,[0.5]
heimgewandt,[1.  0.  0.5]
sordellos,[1. 0. 0.]
honigmelodien,[1.  0.  0.  0.  0.5 0. ]
siebenfältige,[1.  0.  0.5 0.  0. ]
athenen,[1. 0.]
ölbaumsproß,[1.  0.5]
garbenschoß,[1.  0.  0.  0.5]
buschdickicht,[1. 0. 0.]
kranzgekrönte,[1.  0.  0.5 0. ]
lorbeergrün,[1.  0.  0.5]
tränenwein,[1.  0.  0.5]
äschylus,[1. 0.]
saphirfarb,[1.  0.  0.5 0. ]
hißten,[1. 0.]
zanthe,[1. 0.]
verlohten,[0. 1. 0.]
sonngebleichten,[0.5 0.  1.  0. ]
nachtkauz,[1. 0.]
totenfriede,[1.  0.  0.5 0. ]
echovollem,[1.  0.5 0. ]
flutzerspellter,[1.  0.  0.5 0. ]
mandelduft,[1.  0.  0.5]
schreckerfüllt,[1.  0.  0.  0.5 0. ]
fliehnde,[1. 0.]
mirandola,[0. 0. 1. 0.]
ziegenfüß,[1.  0.  0.5]
phäak,[0.5]
sonnlose,[1. 0. 0.]
duftloser,[1. 0. 0.]
asphodelen,[0. 0. 1. 0.]
liebelose,[1. 0. 0. 0.]
schattenseelen,[1.  0.5 0.  0. ]
bassanios,[0. 1. 0. 0.]
prunkkleid,[1.  0.5]
plattiertem,[0. 1. 0.]
antonios,[0. 1. 0. 0.]
portia,[1. 0.]
kummernebeln,[1.  0.  0.5 0. ]
republikan,[0. 0. 1. 0.]
bildereien,[0. 0. 1. 0. 0.]
übersinnlichkeit,[1.  0.5 0.  0. ]
aktium,[1. 0. 0.]
efeubank,[1.  0.5]
vogellaut,[1.  0.  0.5]
goldsonnenstrahl,[1.  0.  0.  0.5]
juniregen,[1.  0.  0.5 0. ]
bernsteinbraun,[1.  0.  0.5]
spitzenmouchoir,[1.  0.  0.5]
poetenherz,[0.  1.  0.  0.5]
prophetie,[0. 0. 1.]
liebesgluterfüllt,[1.  0.  0.  0.  0.5]
priestermund,[1.  0.  0.5]
rauschebäumen,[1.  0.  0.5 0. ]
erzflur,[1.  0.5]
lotosblühnden,[1.  0.  0.5 0. ]
purpurlid,[1.  0.  0.5]
tautriften,[1.  0.5 0. ]
ambraschäum,[0. 1. 0.]
dornrose,[1.  0.5 0. ]
rotzähn,[1.  0.5]
lethetrank,[1.  0.  0.5]
anodyn,[0. 1.]
vergewalt,[0. 0. 1.]
zeitpuls,[1.  0.5]
auslodernd,[1.  0.5 0. ]
frühlingsbaum,[1.  0.  0.5]
moorgetier,[1.  0.  0.5]
systole,[0. 1. 0.]
diastole,[0. 0. 1. 0.]
urkeim,[1.  0.5]
nervenlos,[1. 0. 0.]
gottähnlich,[1.  0.5 0. ]
goldstreif,[1.  0.5]
purpurmasse,[1.  0.  0.5 0. ]
windgepeitschtes,[1.  0.  0.5 0. ]
silberbrüsten,[1.  0.  0.5 0. ]
mannesglut,[1.  0.  0.5]
lilienspeer,[1.  0.  0.  0.5]
hochzeitswonne,[1.  0.  0.5 0. ]
frischblühnden,[1.  0.5 0. ]
folterqual,[1.  0.  0.5]
gelbäugige,[1.  0.  0.5 0.  0. ]
allzuvoll,[1. 0. 0.]
spätherbstlaub,[1.  0.  0.5]
erstbesiegerin,[1.  0.  0.5 0.  0. ]
geißfüß,[1.  0.5]
sonnlosem,[1. 0. 0.]
tannenwipfeln,[1.  0.  0.5 0. ]
rosenreis,[1.  0.  0.5]
wildfrohe,[1. 0. 0.]
schleichtritt,[1.  0.5]
schattengrau,[1.  0.5 0. ]
kastanienwipfel,[0.  1.  0.  0.  0.5 0. ]
goldgestreift,[1.  0.  0.5]
verbannungsnot,[0.  1.  0.  0.5]
wegmüd,[1.  0.5]
ungeraubt,[1.  0.  0.5]
buntsten,[1. 0.]
qualort,[0.5]
betteltum,[1. 0. 0.]
alltagswege,[1.  0.  0.5 0. ]
federnkreis,[1.  0.  0.5]
bestgeliebte,[1.  0.  0.5 0. ]
purpurschwingen,[1.  0.  0.5 0. ]
averne,[1. 0.]
divina,[0. 1. 0.]
commedia,[0. 1. 0.]
streckfuß,[1.  0.5]
inbrünst,[1.  0.5]
einwohnt,[1.  0.5]
erblaut,[1.]
daherweht,[1.  0.  0.5]
pelzgewand,[1.  0.  0.5]
lilienkelches,[1.  0.  0.  0.5 0. ]
hyazinthenglöckchen,[0.  1.  0.5 0. ]
distelflaum,[1.  0.  0.5]
pöbelhorden,[1.  0.  0.5 0. ]
hauslakai,[1.  0.  0.5]
samenloser,[1.  0.  0.5 0. ]
schaumtrieb,[1.  0.5]
schmähgelüst,[1.  0.5 0. ]
unverstandnes,[1.  0.  0.5 0. ]
zurückzugehn,[0.  1.  0.  0.5]
mittwinter,[1.  0.5 0. ]
prunklivrei,[1.  0.  0.5]
dornenhagen,[1.  0.  0.5 0. ]
angestreift,[1.  0.  0.5]
halbgetautem,[1.  0.  0.5 0. ]
gefrornen,[0. 1. 0.]
hufgetrapp,[1.  0.  0.5]
fennenlöcher,[1.  0.  0.5 0. ]
antuten,[1.  0.5 0. ]
feldgebreit,[1.  0.  0.5]
schneetrieb,[1.  0.5]
aufgeflammte,[1.  0.  0.5 0. ]
jungknecht,[1. 0.]
grasumgürtet,[1.  0.  0.5 0. ]
dornstrauchs,[1.  0.5]
esmeraldnen,[1.  0.  0.5 0. ]
flammenrunde,[1.  0.  0.5 0. ]
stabwurz,[1.  0.5]
federnelken,[1.  0.  0.5 0. ]
feldauf,[1.  0.5]
feldab,[0.5]
halbgeflüstert,[1.  0.  0.5 0. ]
szillaglöckchen,[1.  0.5 0. ]
blätterpanzer,[1.  0.  0.5 0. ]
überkühn,[0. 1.]
liebeskraut,[1.  0.  0.5]
mitrenknospen,[1.  0.  0.5 0. ]
waldrebe,[1.  0.5 0. ]
sterngebind,[1.  0.  0.5]
freigeb,[1.  0.5]
atemsanften,[1.  0.5]
rebenstock,[1.  0.  0.5]
nepenthe,[0. 1. 0. 0.]
feldmohnwurzeln,[1.  0.  0.5 0. ]
schönbeer,[1.  0.5]
waldidyll,[0. 0. 1.]
bruderleid,[1.  0.  0.5]
angebornem,[1.  0.  0.5 0. ]
medeische,[0. 1. 0. 0.]
ausklingt,[1.  0.5]
schmerzeserbe,[1.  0.  0.5 0. ]
lidlosen,[1. 0. 0.]
thujenhain,[1.  0.  0.5]
aschenurne,[1.  0.5]
xaipe,[1. 0.]
jammerhöhle,[1.  0.  0.5 0. ]
hinbringen,[1.  0.5 0. ]
zauberlos,[1. 0. 0.]
menschensein,[1.  0.  0.5]
wonnefrohe,[1.  0.  0.5 0. ]
jäg,[0.5]
spriet,[0.5]
gorgozeichen,[1.  0.  0.5 0. ]
jägerrocke,[1.  0.  0.5 0. ]
tenedos,[0. 1. 0.]
stoik,[0.5]
ungebeugten,[1.  0.  0.5 0. ]
nachklimm,[1.  0.5]
polymnias,[0. 1. 0. 0.]
juwelbesetztem,[1.  0.  0.  0.5 0. ]
goldgepanzert,[1.  0.  0.5 0. ]
artemisiums,[0. 0. 1. 0. 0.]
näherzu,[1.  0.  0.5]
herbstwald,[1.  0.5]
eurotas,[1. 0. 0.]
rhythmenfall,[1.  0.  0.5]
unselbstisch,[0. 1.]
helvellyns,[0. 0. 1.]
felsenstille,[0. 0. 1. 0.]
kampfgedröhn,[1.  0.  0.5]
rydalische,[0. 1. 0. 0.]
urgesetze,[1.  0.  0.5 0. ]
ichabod,[1. 0.]
unauferstanden,[1.  0.  0.5 0. ]
lilienstadt,[1.  0.  0.  0.5]
arnostroms,[0. 0. 1. 0.]
geheimnistum,[0.  1.  0.5 0. ]
ätherhohen,[1.  0.5 0. ]
brunelleschi,[0.  1.  0.5 0. ]
arnotal,[0. 0. 1.]
sonnvergessen,[1.  0.  0.5 0. ]
vallombrosas,[0. 1. 0. 0.]
marmorgrab,[1.  0.  0.5]
unerschaut,[1.  0.  0.5]
kometenlauf,[0.  1.  0.  0.5]
unbedroht,[1.  0.  0.5]
möre,[1. 0.]
silberhörner,[1.  0.  0.5 0. ]
hurerein,[1.  0.  0.5]
marmorfries,[1.  0.  0.5]
ägina,[1. 0.]
ideallos,[0. 1. 0.]
schnellfüß,[1.  0.5]
abwälzt,[1.  0.5]
elendest,[1. 0.]
kalabrese,[0. 0. 1. 0.]
spasmus,[1. 0.]
bastardkind,[1.  0.  0.  0.5]
akrasie,[0. 1.]
hinfallszeit,[1.  0.  0.5]
regensichre,[1.  0.  0.5 0. ]
unkultur,[1.  0.  0.5]
southwells,[0.5]
schandengang,[1.  0.5 0. ]
agnolos,[1. 0.]
volleinklang,[1.  0.  0.5]
äußren,[1. 0.]
elendste,[1. 0.]
selbstgemordete,[1.  0.  0.5 0.  0. ]
dorngekröntes,[1.  0.  0.5 0. ]
wasserbraus,[1.  0.  0.5]
feuerschwall,[1.  0.  0.5]
unerklommne,[1.  0.  0.5 0. ]
vollre,[1. 0.]
hingestorbner,[1.  0.  0.5 0. ]
freirer,[1. 0.]
hydraköpf,[1.  0.5]
kranzlos,[1. 0.]
ruhmestempels,[1.  0.  0.5 0. ]
marmorkreise,[1.  0.  0.5 0. ]
hymenäischen,[0. 0. 1. 0. 0.]
ambrosischem,[0. 1. 0. 0.]
schillerbunte,[1.  0.5 0.  0. ]
früchtelos,[1. 0. 0.]
silberlilie,[1.  0.  0.5 0. ]
chassierten,[1. 0. 0.]
pastorelle,[0. 0. 1. 0.]
liebesgruppe,[1.  0.  0.5 0. ]
spukphantom,[1.  0.  0.5]
räderpuppe,[1.  0.  0.5 0. ]
rigaudon,[0. 1. 0.]
wirbelbraus,[1.  0.  0.5]
geigenchor,[1.  0.  0.5]
silberschuhn,[1.  0.  0.5]
kletterstamme,[1.  0.  0.5 0. ]
wasserkönig,[1. 0. 0. 0.]
vollfrühling,[0. 1. 0.]
knabenleidenschaft,[1.  0.  0.5 0.  0. ]
betürmt,[0. 1.]
hingestürmt,[1.  0.  0.5]
freudelaut,[1.  0.  0.5]
kinderlärm,[1.  0.  0.5]
weiterglitt,[1.  0.  0.5 0. ]
lotoswiesen,[1.  0.  0.5 0. ]
gaston,[1.  0.5]
foix,[0.5]
lanzenwacht,[1.  0.  0.5]
oleanderblüten,[0.  1.  0.  0.5 0.  0. ]
gotenfürst,[1.  0.  0.5]
theoderich,[0. 1. 0.]
hinüberschlummert,[0.  1.  0.5 0. ]
festgefügte,[1.  0.  0.5 0. ]
mandelschmale,[1.  0.  0.5 0. ]
leidenüberstrahlte,[1.  0.  0.  0.5 0. ]
stolzgewölbte,[1.  0.  0.5 0. ]
giottos,[1. 0.]
allzusteilen,[1.  0.5 0.5]
dorngeschmeid,[1.  0.  0.5]
marmordielen,[1.  0.  0.5 0. ]
altersgrauer,[1.  0.  0.5 0. ]
kriegerlanze,[1.  0.  0.5 0. ]
königsweib,[1.  0.  0.5]
blutgefilde,[1.  0.  0.5 0. ]
sklavenring,[1.  0.  0.5]
allzuzeitig,[1.  0.  0.5 0. ]
platää,[0. 1.]
thermopylae,[0. 1. 0. 0.]
windbestrichnen,[1.  0.  0.5 0. ]
eubö,[0. 1.]
leuchtturmfeuer,[1.  0.  0.5 0. ]
mitylene,[0. 0. 1. 0.]
castalias,[0. 0. 1. 0. 0.]
ambralicht,[0. 1. 0.]
silberkronen,[1.  0.  0.5 0. ]
ziegenfüßige,[1.  0.  0.5 0.  0. ]
waldesgott,[1.  0.  0.5]
schalksgesicht,[1.  0.5 0. ]
eberhunde,[1.  0.5 0. ]
griechentraum,[1.  0.5 0. ]
klostermahnungen,[1.  0.  0.5 0.  0. ]
liebestrunknen,[1.  0.  0.5 0. ]
hinströmend,[1.  0.5 0. ]
weglöschend,[1.  0.5 0. ]
hinabgeglitten,[0.  1.  0.  0.5 0. ]
euphratstromes,[0.  1.  0.5 0. ]
königsehren,[1.  0.  0.5 0. ]
schmerzenstraum,[1.  0.5 0. ]
marmortürme,[1.  0.  0.5 0. ]
alpenwall,[1.  0.  0.5]
eisbekrönten,[1.  0.  0.5 0. ]
alpenzitadellen,[1.  0.  0.  0.  0.5 0. ]
bernsteingelben,[1.  0.  0.5 0. ]
asphodelusblüten,[0.  1.  0.  0.5 0.  0. ]
völkerstolz,[1.  0.  0.5]
riesenreiche,[1.  0.  0.5 0. ]
gespensterhaftes,[0. 1. 0. 0. 0.]
grabesschoß,[1.  0.  0.5]
purpurbrand,[1.  0.  0.5]
veilchenstadt,[1.  0.  0.5]
corinthus,[0. 1. 0.]
meerestöchter,[1.  0.  0.5 0. ]
tubaschrei,[1.  0.5]
dumpfdröhnend,[1.  0.5 0. ]
arbeitsqual,[1.  0.  0.5]
wolkenscharen,[1.  0.  0.5 0. ]
schwerfaltigen,[1.  0.5 0.  0. ]
goldgaleere,[1.  0.  0.5 0. ]
purpuräthermeere,[1.  0.  0.5 0. ]
sommerblühn,[1.  0.  0.5 0. ]
mannbarkeit,[1. 0. 0.]
schneeloch,[1.  0.5]
heimlenkst,[1.  0.5]
zimmerwinkels,[1.  0.  0.5 0. ]
atlasaugen,[1.  0.  0.5]
goldumfaßt,[1.  0.  0.5]
nackenfell,[1.  0.5]
schlafeslüsternheit,[1.  0.  0.5 0.  0. ]
luchsleib,[1.  0.5]
ringelschwanz,[1.  0.  0.5]
sandsteinobelisk,[1.  0.  0.  0.  0.5]
amanalk,[1.]
heliopolis,[0.5 0.  1.  0. ]
thoth,[0.5]
mondgehörnten,[1.  0.  0.5 0. ]
atlaskissen,[1.  0.  0.5 0. ]
katzenweib,[1.  0.  0.5]
judenmädchen,[1.  0.  0.5 0. ]
kaiserbarke,[1.  0.  0.5 0. ]
zwiegestalt,[1.  0.  0.5]
purpurgänge,[1.  0.  0.5 0. ]
schleimtränen,[1.  0.5 0. ]
heimwankend,[1.  0.5 0. ]
liman,[0. 1.]
riesenmolche,[1.  0.  0.5 0. ]
nebelflut,[1.  0.  0.5]
goldgeschuppte,[1.  0.  0.5 0. ]
lician,[1. 0. 0.]
flammenhäuptern,[1.  0.  0.5 0. ]
chimaera,[0. 1. 0.]
heimschleppend,[1.  0.5 0. ]
nereuskind,[0.  1.  0.5]
ambraschaum,[1.  0.5]
bergkristallner,[1.  0.  0.5 0. ]
sidonier,[0. 0. 1. 0.]
niederschwamm,[1.  0.  0.5]
segensschwerem,[1.  0.  0.5 0. ]
dachgespreit,[1.  0.  0.  0.5]
lupanar,[0. 0. 1.]
sarggranit,[0. 0. 1.]
bindenschwer,[1.  0.  0.5]
trageophos,[0. 0. 1.]
beryll,[0. 1.]
fliegengott,[1.  0.  0.5]
tyrergott,[1.  0.  0.5]
astaroth,[0. 0. 1.]
sperberhaupt,[1.  0.  0.5]
lustgepeitschtes,[1.  0.  0.5 0. ]
nenuphar,[0. 1.]
syrerharz,[1.  0.  0.5 0. ]
silbersegel,[1.  0.  0.5 0. ]
liebeslager,[1.  0.  0.5 0. ]
ururalt,[1.  0.  0.5]
junggepreßtem,[1.  0.  0.5 0. ]
gefrornem,[0. 1. 0.]
flatterkleid,[1.  0.  0.5]
porphyrthrone,[0. 0. 1. 0.]
meersmaragd,[1.  0.  0.5]
meerestief,[1.  0.  0.5]
kolcher,[1. 0.]
korybantenschar,[0.  0.  1.  0.  0.5]
nubierheer,[0.  1.  0.5]
pfauenwedel,[1.  0.  0.5 0. ]
steatit,[0. 1.]
juwelentraum,[1.  0.  0.  0.5]
edelherrn,[1.  0.5]
kahlgewetzt,[1.  0.  0.5]
rosenobelisk,[1.  0.  0.  0.  0.  0.5]
gittertore,[1.  0.  0.5 0. ]
rostbereift,[1.  0.  0.5]
riesenhand,[1.  0.  0.5]
riesennegern,[1.  0.  0.5 0. ]
gelbgestreift,[1.  0.  0.5]
linnentücher,[1.  0.  0.5 0. ]
nardenöl,[1.  0.  0.5]
syrermelodie,[0.  1.  0.  0.  0.5]
münzenband,[1.  0.  0.5]
lotoslilien,[1.  0.  0.5 0.  0. ]
hundgesicht,[1.  0.  0.5]
hundertellentor,[1.  0.  0.  0.5 0. ]
lidlos,[1. 0.]
memnonriese,[1.  0.  0.5 0. ]
nilus,[1. 0.]
verschlickt,[0. 1.]
entstiebt,[0. 1.]
kupferschein,[1.  0.  0.5]
ambrabrust,[0. 1.]
schenkelpaar,[1.  0.5 0. ]
goldaltar,[1.  0.5]
scharlachschlange,[1.  0.  0.5 0.  0. ]
verderbnisvolle,[0.  1.  0.  0.5 0. ]
seidenteppich,[1.  0.  0.5 0. ]
schwefelfarbne,[1.  0.5 0.  0.  0. ]
morgenregen,[1.  0.  0.5 0. ]
höllenkönigin,[1.  0.  0.5 0.  0. ]
mohnumkränzten,[1.  0.  0.5 0. ]
schleierwand,[1.  0.5 0. ]
zungenlos,[1.  0.  0.5]
wachslichts,[1. 0.]
abana,[1. 0.]
pharphar,[1. 0. 0.]
blutheischend,[1.  0.5 0. ]
eingedrängt,[1.  0.  0.5]
inquisitenhof,[0.  0.  1.  0.  0.5]
kricketmütze,[1.  0.  0.5 0. ]
goldeshand,[1.  0.  0.5]
sheriff,[1. 0.]
urteilsgesicht,[1.  0.  0.  0.5]
strüpft,[0.5]
fausthandschuhn,[1.  0.5 0. ]
polstertüre,[1.  0.  0.5 0. ]
bretterpferch,[1.  0.  0.5]
kaiphas,[1. 0.]
sträflingszwilch,[1.  0.  0.5]
verzweiflungsgruft,[0.  1.  0.  0.5]
hänfnen,[1. 0.]
delinquentenhof,[0.  0.  1.  0.  0.5]
skrupelhaft,[1. 0. 0.]
sbirrenamt,[1.  0.  0.5]
mörderloch,[1.  0.  0.5]
schlöß,[0.5]
bruderseele,[1.  0.  0.5 0. ]
geschorner,[0. 1. 0.]
teerigen,[1. 0. 0.]
spill,[0.5]
psalmodein,[1. 0. 0.]
numeriertes,[0. 0. 1. 0.]
filzschuhn,[1.  0.5]
zellengang,[1.  0.  0.5]
angstgeduckt,[1.  0.  0.5]
fluggewand,[1.  0.  0.5]
passacaille,[0. 1. 0. 0.]
tanzarabesk,[1.  0.  0.  0.5]
flötenchor,[1.  0.  0.5]
joho,[0.5 1. ]
lächelblick,[1.  0.5]
umseufzte,[1.  0.5 0. ]
mondweißen,[1.  0.5 0. ]
leichenfarb,[1.  0.  0.5 0. ]
ausgestoßner,[1.  0.  0.5 0. ]
einzelhöllen,[1.  0.  0.5 0. ]
treppnieder,[1.  0.5 0. ]
todeswürdiger,[1.  0.  0.5 0.  0. ]
livriert,[0. 1.]
stolzten,[1. 0.]
sonntagsmontur,[1.  0.  0.  0.5]
brandtuch,[1.  0.5]
anklagewort,[1.  0.  0.  0.5]
schrecknissen,[1. 0. 0.]
umhergejagt,[0.  1.  0.  0.5]
ausgestoßne,[1.  0.  0.5 0. ]
verängstet,[0. 1. 0.]
latrinenpfuhl,[0.  1.  0.  0.5]
gatterspalt,[1.  0.  0.5]
humanitätsanstalt,[0.  0.  0.  1.  0.5 0. ]
brak,[0.5]
otternbrut,[1.  0.  0.5]
ausgestoßnen,[1.  0.  0.5 0. ]
reading,[1. 0.]
schandengrab,[1.  0.5 0. ]
breitgewölbte,[1.  0.  0.5 0. ]
erdenbrust,[1.  0.  0.5]
totenstillen,[1.  0.  0.5 0. ]
schalmeienklang,[0.  1.  0.5 0. ]
jubelhauf,[1.  0.  0.5]
rebendurchglühter,[1.  0.  0.5 0.  0.  0. ]
herdenbewandelte,[1.  0.  0.  0.5 0.  0. ]
klosterschatten,[1.  0.  0.5 0. ]
vesperglocke,[1.  0.5 0. ]
herüberklang,[0.  1.  0.5]
klagestimme,[1.  0.  0.5 0. ]
sündenfrevel,[1.  0.  0.5 0. ]
hineinschnitt,[0.  1.  0.5]
brandpfahl,[1.  0.5]
führete,[1. 0. 0.]
entreiss,[0. 1.]
teufelshexe,[1.  0.  0.5 0. ]
turmespforte,[1.  0.  0.5 0. ]
holzstoss,[1.  0.  0.5]
durchrauschend,[1.  0.5 0. ]
süßselige,[1.  0.5 0.  0. ]
verstiess,[0. 1.]
krieschen,[1. 0.]
wehrbar,[1.  0.5]
weltbaum,[1.  0.5]
unnah,[1. 0.]
täuscherin,[1. 0. 0.]
fruchtzeit,[1.  0.5]
durchliebt,[1.  0.5]
umgartet,[0. 1. 0.]
sanftmütige,[1.  0.5 0.  0. ]
fischweibs,[1.  0.5]
apfelfall,[1.  0.  0.5]
schützlingin,[1.  0.5 0. ]
festtisch,[1.  0.5]
weinbergerde,[1.  0.  0.5 0. ]
blütenmeere,[1.  0.  0.5 0. ]
vernommnen,[0. 1. 0.]
unfaßbarer,[0. 1. 0. 0.]
schuldesohne,[1.  0.5 0.  0. ]
